idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/sigmod/RajagopalanML98,wO6VeeLIXAsJ,1101,62228,1101_62228
conf/sigmod/LometW98,F2ecYx97F2sJ,1103,9173,1103_9173
conf/sigmod/Doherty98,7aUag74jtdIJ,1106,22868,1106_22868
conf/sigmod/FranklinZ98,5Cj9Wx8llkwJ,1107,5026,1107_5026
conf/sigmod/NaumanS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276369%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1116,6409,1116_6409
conf/sigmod/Aulakh98,xFK4CkKj14EJ,1119,40690,1119_40690
conf/sigmod/NgLHP98,SW8RvYcXqaMJ,1121,36888,1121_36888
conf/vldb/ChienTZ01,NoMSxmHAQ9YJ,1122,27384,1122_27384
conf/sigmod/BaruGLMPVC99,wTXunETZhPwJ,1124,18815,1124_18815
conf/sigmod/BouguettayaBH99,siO8kr7vvLEJ,1125,53877,1125_53877
conf/sigmod/VossenW99,9PhYz-N58A8J,1128,58263,1128_58263
conf/sigmod/AgrawalGGR98,y55xkFQJvxAJ,1130,3957,1130_3957
conf/sigmod/Bayardo98,htTH8PrZ0dYJ,1132,60307,1132_60307
conf/vldb/HuntAI01,0GT_dHqK5roJ,1135,17,1135_17
conf/sigmod/CherniackZ98,_wJZsVYdrr8J,1136,32749,1136_32749
conf/sigmod/KotidisR98,CpHJwU8o-BkJ,1137,7495,1137_7495
conf/sigmod/KabraD98,V9XUvirmVEEJ,1144,62080,1144_62080
conf/sigmod/SubramanianV98,KxwymZ2AGNQJ,1145,56102,1145_56102
conf/sigmod/ChakrabartiDI98,qtVVVrzTLr4J,1148,50576,1148_50576
conf/sigmod/NestorovAM98,5icRoG_Vmc0J,1149,9079,1149_9079
conf/sigmod/DeshpandeRSN98,BXB96UFPHn8J,1151,59314,1151_59314
conf/sigmod/GrumbachRS98,RQTFVFT_w9gJ,1154,15449,1154_15449
conf/sigmod/PapadopoulosM98,dLzAJ-I1nCcJ,1155,18523,1155_18523
conf/sigmod/HjaltasonS98,3mwWUz_ORNYJ,1157,15917,1157_15917
conf/sigmod/ZhaoDNS98,mBC03oUT8yAJ,1160,57854,1160_57854
conf/sigmod/SeidlK98,TodiMgxv4vMJ,1161,30939,1161_30939
conf/vldb/ChangG00,fIuGhhcZl-4J,1162,22438,1162_22438
conf/sigmod/CluetDSS98,lOZF0Ee3rUQJ,1163,62808,1163_62808
conf/sigmod/Miller98,fW6JIoNRqAQJ,1166,44876,1166_44876
conf/sigmod/Cohen98,_ICk4vgjlgsJ,1168,25768,1168_25768
conf/sigmod/ChaudhuriMN98,CBKhTPuUL2kJ,1172,36789,1172_36789
conf/sigmod/MatiasVW98,6WjESNMzLvgJ,1173,52674,1173_52674
conf/sigmod/LarsonG98,tPG--ikWjGcJ,1176,11903,1176_11903
conf/sigmod/GibbonsM98,GEBNdHM0xSgJ,1180,25901,1180_25901
conf/sigmod/JaedickeM98,MswqiEweEGUJ,1183,32589,1183_32589
conf/sigmod/AvnurHLORRRW98,bEu_llku9NMJ,1185,36511,1185_36511
conf/sigmod/AmbiteABKMMMPT98,iE-UE2bDGZ8J,1188,8809,1188_8809
conf/sigmod/DarEGP98,ewnL82c8kiMJ,1190,40831,1190_40831
conf/vldb/AltinelF00,SXHPvzZDrFMJ,1191,58413,1191_58413
conf/sigmod/KornackerSH98,bV8_CDuW2gMJ,1192,31655,1192_31655
conf/sigmod/LiS98,Vxg-4KP7FfEJ,1194,12431,1194_12431
conf/sigmod/Brewer98,k4UNrsGeUuAJ,1196,20481,1196_20481
conf/sigmod/OlstonWACELSS98,UTYa5uf9zSIJ,1197,20955,1197_20955
conf/sigmod/LiuPTBBZBHY98,ezlAkB7ijDUJ,1199,53714,1199_53714
conf/sigmod/Fegaras98,XVtlJYx2G_wJ,1201,36929,1201_36929
conf/sigmod/RaoR98,WlSXiMaxGlQJ,1203,44809,1203_44809
conf/sigmod/JonssonFS98,5fb1l1MyGisJ,1207,55383,1207_55383
conf/sigmod/ShintaniK98,JfxEos8BQDAJ,1214,52699,1214_52699
conf/sigmod/TsurUACMNR98,w5i-zY0c1jAJ,1215,13165,1215_13165
conf/sigmod/Toyama98,h4OQc4N4kjIJ,1219,45733,1219_45733
conf/sigmod/BaumannDFRW98,k3WA-AE7Sh4J,1222,20513,1222_20513
conf/sigmod/ParkKKLPC98,aepGxosl6YoJ,1224,13659,1224_13659
conf/vldb/May01,Fb4oYRM9N4EJ,1225,57498,1225_57498
conf/sigmod/Cohen98a,qfD_kxYt-dsJ,1226,12176,1226_12176
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ,1230,45922,1230_45922
conf/sigmod/BrinMUT97,A7Mm5kFK3zwJ,1236,60110,1236_60110
conf/sigmod/ZhaoDN97,YwLoGdTgG-sJ,1237,2401,1237_2401
conf/sigmod/AcharyaFZ97,9OEjtHuRUzsJ,1239,18522,1239_18522
conf/sigmod/KornackerMH97,O81USJg2EhwJ,1241,51295,1241_51295
conf/vldb/ZhouLZLZJT01,IqjYD8NRzR0J,1245,51841,1245_51841
conf/sigmod/CeriFP98,iUGa3pKj-20J,1246,41497,1246_41497
conf/sigmod/Spiro98,u4ZAi-DRoHkJ,1250,8378,1250_8378
conf/sigmod/ReinwaldP98,QAjOGW-ffQIJ,1254,25509,1254_25509
conf/sigmod/BlakeleyP98,yotsUgKBK44J,1256,35865,1256_35865
conf/sigmod/ClossmanSHKPB98,Q0Jr0CGWn5MJ,1257,51629,1257_51629
conf/sigmod/KemperKM98,Z0oCigN4pVMJ,1259,59924,1259_59924
conf/sigmod/AndersonBKW98,j6v2b9hN-R4J,1263,50135,1263_50135
conf/sigmod/MeccaAMMS98,J-7xdqqW5RwJ,1265,8052,1265_8052
conf/sigmod/Lassettre98,7p2MaOtr7u8J,1270,24006,1270_24006
conf/sigmod/Chong98,W-6r_OOEHLUJ,1272,29285,1272_29285
conf/sigmod/AndersonAF98,_EbKUPc1jYAJ,1274,41735,1274_41735
conf/sigmod/NgLK98,kJVhJ4ruw6sJ,1275,47803,1275_47803
conf/sigmod/Chan98,oo2mr5fbMggJ,1277,50919,1277_50919
conf/sigmod/RamakrishnanD98,LSNo-7ii1vEJ,1280,58521,1280_58521
conf/vldb/LaneEN00,0O3JgOoSdIUJ,1281,21208,1281_21208
conf/sigmod/GravanoCGP97,PsoYENGEh9cJ,1288,46456,1288_46456
conf/sigmod/MaheshwariL97,VcVAYDLTty8J,1295,5582,1295_5582
conf/sigmod/ONeilQ97,rN34VXyq84YJ,1299,19140,1299_19140
conf/sigmod/MumickQM97,cvHvC7tUSrIJ,1302,57626,1302_57626
conf/sigmod/HoAMS97,1HAB-tuw7N4J,1303,36341,1303_36341
conf/sigmod/DoppelhammerHKK97,q_A8Y8KY9WkJ,1306,27570,1306_27570
conf/sigmod/AdelbergGW97,zZo47Z-jVX4J,1309,18839,1309_18839
conf/sigmod/CareyDNAGS97,mt8Q1YmVRkMJ,1312,20431,1312_20431
conf/sigmod/YangM97,xrTlYcyFKtwJ,1314,44729,1314_44729
conf/sigmod/JajodiaSSB97,4_fm8LWVWHMJ,1315,63580,1315_63580
conf/sigmod/Kramer97,FZRPzy583jAJ,1318,4688,1318_4688
conf/sigmod/CruzALRZ97,YWWvQnGCpDEJ,1320,49967,1320_49967
conf/sigmod/LivnyRBCDLMW97a,vshQbbpnQiUJ,1322,8497,1322_8497
conf/vldb/BeneventanoBCCGMMV00,Q6jRYrIlTM4J,1323,2607,1323_2607
conf/sigmod/HanKS97,nD_Yjp9TNuIJ,1324,27415,1324_27415
conf/sigmod/RafieiM97,otOkT3t9kUQJ,1325,7656,1325_7656
conf/sigmod/ChawatheG97,5O88Bum19wAJ,1327,48163,1327_48163
conf/sigmod/GebhardtJJ97,9mbr0dyW1NgJ,1337,41525,1337_41525
conf/sigmod/LlirbatFS97,hJiwQ2CQRBkJ,1344,61969,1344_61969
conf/vldb/CowleyP00,KGeFsGtIROsJ,1347,39427,1347_39427
conf/sigmod/Blakeley96,xZxFCI120eUJ,1353,31624,1353_31624
conf/sigmod/OzdenRSS96, ,1355,6952,1355_6952
conf/sigmod/SimmenSM96,XVP8s4K0Bg4J,1359,31509,1359_31509
conf/vldb/ManegoldBK00,JgdpgBpMDr4J,1360,18957,1360_18957
conf/sigmod/TomasicABKNR97,6CpWnsUqJNIJ,1361,11527,1361_11527
conf/sigmod/GeneserethKD97,2Nl65Vp7bxUJ,1366,54025,1366_54025
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ,1369,1105,1369_1105
conf/sigmod/LabioZWGGW97,uzpyy9XRpgYJ,1374,11627,1374_11627
conf/sigmod/FernandezFKLS97,ek26aiEheesJ,1376,562,1376_562
conf/sigmod/GoyalHKMSZ97,OcGPxRYxbsUJ,1380,33445,1380_33445
conf/sigmod/CareyMN97,nM9bJESsWNoJ,1381,9783,1381_9783
conf/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ,1383,63844,1383_63844
conf/sigmod/AtzeniT97,i2LI1TWifbYJ,1386,57338,1386_57338
conf/sigmod/QuassW97,u6Sx6E5i4L8J,1393,52702,1393_52702
conf/sigmod/KatayamaS97,GPEkH-UohLYJ,1398,17547,1398_17547
conf/sigmod/ShivakumarG97,4ioZ9JSSjVQJ,1399,54792,1399_54792
conf/sigmod/GuptaHR97,pGix0qZ6Uz4J,1402,41751,1402_41751
conf/sigmod/Shasha97,r2TwyhAdYecJ,1404,18569,1404_18569
conf/sigmod/MotakisZ97,e8OIK3dEo6EJ,1405,55367,1405_55367
conf/sigmod/GeorgeH97,Ah9B3bWU0jEJ,1408,37771,1408_37771
conf/sigmod/GrayHOS96,dRwl6kpDBjEJ,1410,27733,1410_27733
conf/sigmod/FranklinJK96,yY5hMqazRHoJ,1411,46190,1411_46190
conf/vldb/DeutschPT99,0aJOXauNqYIJ,1412,32462,1412_32462
conf/vldb/JaedickeM99,XR50nxmrvFcJ,1413,56639,1413_56639
conf/sigmod/MogiK96,hxWB8uQMCdgJ,1415,43499,1415_43499
conf/sigmod/ZhangRL96,hk9P76dJfcAJ,1420,37933,1420_37933
conf/sigmod/AchyutuniON96,eRSkDzxP1JcJ,1423,13298,1423_13298
conf/sigmod/VanceM96, ,1426,33982,1426_33982
conf/sigmod/SelfridgeSW96,V2Wysmw3ti4J,1428,64226,1428_64226
conf/sigmod/ChaudhuriG96,Fh1QPZpWHUMJ,1429,54032,1429_54032
conf/sigmod/GoelI96,hD6w1eBfjWcJ,1432,23246,1432_23246
conf/sigmod/FukudaMMT96,lmXiI4fB9vgJ,1438,1785,1438_1785
conf/sigmod/SrikantA96,KwgLlNLlaTcJ,1439,10437,1439_10437
conf/vldb/BrodieC99,PAahJo-PXsIJ,1441,39057,1441_39057
conf/sigmod/Keim96,AF9vuEJOr6cJ,1442,35328,1442_35328
conf/sigmod/Han96,DlQd7WIkVF0J,1444,43258,1444_43258
conf/sigmod/HanFWCZK96,v9BdA55u_XMJ,1447,62582,1447_62582
conf/vldb/GarofalakisRS99,zJ6gN0riEsQJ,1448,61290,1448_61290
conf/sigmod/HullZ96,H1E3GuQcoUAJ,1449,35379,1449_35379
conf/sigmod/ChawatheRGW96,ilCT5UFnHxgJ,1451,26211,1451_26211
conf/sigmod/BunemanDHS96,rNVPCLfguuMJ,1454,16987,1454_16987
conf/sigmod/NguyenS96,Cd4NNuZnIn8J,1456,55347,1456_55347
conf/sigmod/ChristophidesCM96,GpGg0czXSQcJ,1460,47549,1460_47549
conf/sigmod/ColbyGLMT96,MgphE2z3NqYJ,1464,43936,1464_43936
conf/sigmod/LibkinMW96,OfZWx8jhQvwJ,1466,52060,1466_52060
conf/sigmod/Agarwal96,ALk7huiKjWAJ,1468,34735,1468_34735
conf/sigmod/GangulyGMS96,05ZgvGyhSC0J,1470,6450,1470_6450
conf/sigmod/KrishnanVI96,8tFA4ENYqKQJ,1472,61368,1472_61368
conf/sigmod/ShatdalN95,nbU59lK7JJYJ,1473,49229,1473_49229
conf/vldb/LiRS99,cGbo_ZtYKwYJ,1475,53865,1475_53865
conf/sigmod/Freeston95,Fr8CPbK-IFIJ,1476,7206,1476_7206
conf/sigmod/AdyaGLM95,bfcbZlt6vngJ,1478,15075,1478_15075
conf/sigmod/RundensteinerKRCJM96,UEaXoXn3DicJ,1484,12800,1484_12800
conf/sigmod/ChooOLCGBPS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1489,61060,1489_61060
conf/sigmod/Mohan96,ZEh9UFMj3-EJ,1498,16930,1498_16930
conf/sigmod/FernandezS96,9bgA6C_HqvQJ,1502,21715,1502_21715
conf/sigmod/CherniackZ96,ZsHfcZJwFQQJ,1509,30912,1509_30912
conf/sigmod/HellersteinN96,_hDCldPyum0J,1512,10615,1512_10615
conf/sigmod/CookKWZ96,5MTgNlhnyTgJ,1513,38231,1513_38231
conf/sigmod/Tajima96,IZSzLlgi8tUJ,1518,2697,1518_2697
conf/sigmod/GarofalakisI96,MfPbk62EdyQJ,1520,49521,1520_49521
conf/sigmod/LiskovACDGGMMS96,Ey7Mbh6IdQIJ,1521,24773,1521_24773
conf/sigmod/BlottRS96,4aSEl4haaq4J,1524,10661,1524_10661
conf/sigmod/PoosalaIHS96,hHGQKstQ2PQJ,1525,49628,1525_49628
conf/vldb/BonczMK99,jsNNCDiD0yIJ,1527,54366,1527_54366
conf/sigmod/DohertyHR96,v3IA8Go4UjIJ,1528,27851,1528_27851
conf/sigmod/PatelD96,Y9z2OdhzSGQJ,1531,22382,1531_22382
conf/vldb/VorugantiOU99,nlwMBvJt988J,1532,40773,1532_40773
conf/sigmod/HarinarayanRU96,QHUtoLECZzgJ,1533,35094,1533_35094
conf/sigmod/GuptaMR95,ELtcV7mOQDgJ,1538,61588,1538_61588
conf/sigmod/AcharyaAFZ95,rO4-yA3tlfoJ,1540,10624,1540_10624
conf/sigmod/DavisonG95,96SrVGnDmMoJ,1545,13460,1545_13460
conf/sigmod/AdelbergGK95,NbLabaGWoh4J,1548,40085,1548_40085
conf/sigmod/IoannidisP95,23K90oRfbbsJ,1549,30150,1549_30150
conf/sigmod/HouZ95,AeRUCf7iBqYJ,1552,38484,1552_38484
conf/sigmod/BrinDG95,7mNCkZ7D-R8J,1554,24319,1554_24319
conf/sigmod/LuMSS95,Kk87yanaI1AJ,1560,45260,1560_45260
conf/sigmod/BaruFGHJPW95,C60KJG_xVm0J,1571,61430,1571_61430
conf/vldb/WeberSB98,ZLYsIub53eoJ,1572,45901,1572_45901
conf/sigmod/Olson95,nJycrIdh5E4J,1575,10765,1575_10765
conf/sigmod/MoleskyR95,u03oQbB0y-oJ,1577,21461,1577_21461
conf/sigmod/BrodskyK95,SFmnhrhoQzgJ,1579,46626,1579_46626
conf/sigmod/ImielinskiV95,dKMRgoNRQDgJ,1582,28101,1582_28101
conf/sigmod/PapadiasTSE95,PogZLKV_bIsJ,1588,53042,1588_53042
conf/sigmod/FegarasM95,LSWVPfB8TC4J,1589,50777,1589_50777
conf/sigmod/GardarinMP95,l-9pykkOVrkJ,1591,43179,1591_43179
conf/sigmod/RamaswamyK95,g9Y0KAu_UHQJ,1594,45299,1594_45299
conf/vldb/NipplM98,C5jVmNqIE4IJ,1596,23474,1596_23474
conf/sigmod/BettiniWBJ95,dPoF3gQ7ohUJ,1601,30412,1601_30412
conf/sigmod/DuSD95,Vl7gY6FsOOYJ,1606,6214,1606_6214
conf/sigmod/SistlaW95,KO3FcQ57_rkJ,1608,16492,1608_16492
conf/sigmod/ZhugeGHW95,_XLK2p-e2pYJ,1610,62191,1610_62191
conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J,1617,13857,1617_13857
conf/sigmod/DanS95,qYsoOX4e1noJ,1619,30201,1619_30201
conf/sigmod/Epstein95,ypIwIw0dXTEJ,1634,1586,1634_1586
conf/sigmod/Shyy95,OjZoGJLFGqIJ,1638,46454,1638_46454
conf/sigmod/Bampahl95,MbgdgwgZCIUJ,1641,19762,1641_19762
conf/sigmod/Perna95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1646,12729,1646_12729
conf/vldb/FangSGMU98,F8EAXPxQQsIJ,1648,4013,1648_4013
conf/sigmod/Gerber95,Cha3zvFBfDsJ,1650,63946,1650_63946
conf/sigmod/Levine95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223878%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1651,28125,1651_28125
conf/vldb/PapadiasMD98,_6JbypCpDqgJ,1652,55723,1652_55723
conf/sigmod/MattosM95,wF_GdZPkCnQJ,1658,2175,1658_2175
conf/sigmod/Sheth95,TuZ-fjos6I0J,1659,31401,1659_31401
conf/sigmod/Norrie95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223883%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1661,11237,1661_11237
conf/vldb/ChaudhuriN97,0rViZf2YXmAJ,1665,49702,1665_49702
conf/sigmod/GatziuGD95,jC39CJrWKr8J,1666,57142,1666_57142
conf/vldb/YangKL97,ZDCB5IvcngUJ,1668,28411,1668_28411
conf/sigmod/ShklarSKT95,4IaWCBK6dMQJ,1670,1595,1670_1595
conf/vldb/RossS97,mrH-8zANwLwJ,1671,6261,1671_6261
conf/sigmod/MassariPSC95,O2FrN68p5PUJ,1672,19887,1672_19887
conf/vldb/RothS97,9xWSlRBwaPIJ,1675,59465,1675_59465
conf/vldb/VassalosP97,9MlAuURfKhYJ,1678,58758,1678_58758
conf/sigmod/DreyerDS95,i1qU2OFSeloJ,1681,42748,1681_42748
conf/sigmod/GrossmanHQ95,Z_kXgQsN0W0J,1683,43137,1683_43137
conf/sigmod/Team95b,v80FFBUTW_0J,1688,15232,1688_15232
conf/vldb/ZhangL97,v-O39agJIB4J,1693,46270,1693_46270
conf/sigmod/GibbsBT94,iS9rQqelSjMJ,1697,12108,1697_12108
conf/sigmod/MohanN94,_2hj6snS3foJ,1702,33297,1702_33297
conf/vldb/GoldmanW97,UeLjlfHU_gkJ,1704,3866,1704_3866
conf/sigmod/HuangSW94,5Chw6HN64vEJ,1711,46140,1711_46140
conf/sigmod/KrollW94,zd_8s13rNRoJ,1717,4109,1717_4109
conf/sigmod/ChristophidesACS94,dGbuUkhWNhMJ,1720,29244,1720_29244
conf/vldb/BernsteinHSSZ97,62aA4DYB0MQJ,1722,19288,1722_19288
conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,1723,12325,1723_12325
conf/sigmod/ChenR94,4Hhh-d__bksJ,1725,56123,1725_56123
conf/sigmod/BilirisP94,KYhmilHkq_IJ,1731,56704,1731_56704
conf/sigmod/Jagadish94,eH69_dCm18wJ,1734,58460,1734_58460
conf/sigmod/DarR94,TtV6gGLQ9NMJ,1740,36637,1740_36637
conf/vldb/ZouS98,_OimKPnidhsJ,1741,43545,1741_43545
conf/sigmod/Vaskevitch94,cr7xWKidCnYJ,1742,46791,1742_46791
conf/sigmod/GravanoGT94,sk7DIwcSZrwJ,1745,30060,1745_30060
conf/sigmod/MumickP94,hUQBQ_9ohcgJ,1747,41384,1747_41384
conf/sigmod/BersonGMJ94,wsG_Q2jbgCAJ,1758,23874,1758_23874
conf/sigmod/GraySEBW94,SG9kpHg_arUJ,1762,18004,1762_18004
conf/sigmod/DewanSHH94,GUdXGx4blW8J,1764,56494,1764_56494
conf/sigmod/HsiaoCY94,LEi_Rzm1iH0J,1769,24024,1769_24024
conf/vldb/Schoning98,HEJ1Z4Q_xXMJ,1770,381,1770_381
conf/sigmod/BrinkhoffKSS94,cb1kf4z7hA4J,1771,22896,1771_22896
conf/sigmod/LoR94,PpyOTK673dwJ,1773,58153,1773_58153
conf/sigmod/Hellerstein94,Nn0LzB8rUPEJ,1785,836,1785_836
conf/sigmod/KemperMPS94,ChCPyLiBpr4J,1787,4527,1787_4527
conf/sigmod/Galindo-Legaria94,iEs59H5EFHwJ,1790,58495,1790_58495
conf/vldb/GyssensL97,7jSBx3h3cvUJ,1791,42055,1791_42055
conf/sigmod/CookWZ94,BYAEfUWtxgUJ,1792,27376,1792_27376
conf/sigmod/Englert94,KOpz_NXJ3WUJ,1794,38348,1794_38348
conf/sigmod/Pirahesh94,VG96hL8afvgJ,1799,63997,1799_63997
conf/sigmod/Melling94,j4O-xhs1QAgJ,1805,36285,1805_36285
conf/sigmod/SinghTW94,uAQ-tJ0j4nkJ,1807,39388,1807_39388
conf/vldb/ViverosNR96,lsY_rXfEDDIJ,1808,1227,1808_1227
conf/sigmod/GorelikWD94,h10FxbLW6zAJ,1811,35570,1811_35570
conf/sigmod/SagonasSW94,nF5iGEtihWYJ,1813,51719,1813_51719
conf/vldb/MeoPC96,O9eEu3O60FMJ,1814,27170,1814_27170
conf/sigmod/Cattell94,QgR0DgMbdgIJ,1817,7369,1817_7369
conf/vldb/LabioG96,nsN_2BnT_mMJ,1818,56331,1818_56331
conf/sigmod/Kim94,GzJII5F7OzAJ,1820,53272,1820_53272
conf/sigmod/LaursenOP94,fTbCV3Lh8W0J,1822,24277,1822_24277
conf/sigmod/Kulkarni94,eN_4FTimCKYJ,1823,17013,1823_17013
conf/vldb/ChaudhuriS96,31oH64SXpRcJ,1827,18611,1827_18611
conf/sigmod/Blakeley94,VLd1PgYIoN8J,1828,11818,1828_11818
conf/sigmod/HwangLYMMGCSS94,AWah9GLEFTAJ,1830,44061,1830_44061
conf/vldb/BerchtoldKK96,WnYVibh8fxUJ,1833,48002,1833_48002
journals/sigmod/AilamakiFFSV03,rMV2yNFwvggJ,1834,40739,1834_40739
journals/sigmod/Snodgrass03c,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959062%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1837,45364,1837_45364
conf/sigmod/MissikoffT94,nxNSfctbGWAJ,1847,10366,1847_10366
conf/sigmod/CatarciS94,ga4l4QhCXU4J,1850,19438,1850_19438
conf/sigmod/DogacAEOADAOS94,AgBMhm_0uEIJ,1853,40793,1853_40793
journals/sigmod/TanK03,qIzj09N-Qr8J,1857,4234,1857_4234
journals/sigmod/GerlaX03,KKiefntReoUJ,1859,63750,1859_63750
conf/vldb/BaralisPT97,Cp7_R7yjRjQJ,1866,19783,1866_19783
conf/vldb/WangYM97,OnLLKkgfyLUJ,1869,46859,1869_46859
journals/sigmod/KannanKIK03,h_tDfTvsR0QJ,1873,54479,1873_54479
journals/sigmod/PalpanasPKG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959074%26type%3Dpdf%26dl%3DGUIDE%26dl%3Dacm%26CFID%3D11111111%26CFTOKEN%3D2222222,1876,7008,1876_7008
journals/sigmod/Kumar03,VuNnpxJwvQkJ,1879,46608,1879_46608
conf/vldb/JagadishNSSK97,ZG9yClLgWnsJ,1881,39939,1881_39939
journals/sigmod/HellersteinHM03,6ussAgzdL6oJ,1882,11315,1882_11315
conf/vldb/FaloutsosJS97,TyxKh_eSfCIJ,1885,55686,1885_55686
journals/sigmod/ChengP03,6fAPR3UvX28J,1886,20275,1886_20275
journals/sigmod/DemersGRTY03,QObLZuX-xBMJ,1888,32066,1888_32066
journals/sigmod/NejdlSS03,lZGtV8TM9yoJ,1892,46246,1892_46246
conf/vldb/BridgeJKLLM97,8SYZpKAeTwQJ,1894,33651,1894_33651
journals/sigmod/Snodgrass03b,PmIVKWJ5_V4J,1898,41765,1898_41765
conf/vldb/ChavdaW97,gTnHy2FZez0J,1899,28585,1899_28585
journals/sigmod/Aberer03c,dNM-avLn230J,1901,8539,1901_8539
journals/sigmod/Halevy03,706PCMwA_E4J,1904,38856,1904_38856
journals/sigmod/Giorgini03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959084%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1906,40376,1906_40376
conf/vldb/PellenkoftLK97,mCU3zHcPfCsJ,1907,7402,1907_7402
journals/sigmod/LenzVJS03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959083%26type%3Dpdf,1908,45263,1908_45263
conf/vldb/ChakrabartiDAR97,PAfIruwVVakJ,1909,19904,1909_19904
journals/sigmod/KambhampatiK03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959086%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1910,49741,1910_49741
journals/sigmod/MotroA03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959085%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1911,53275,1911_53275
journals/sigmod/Hainaut03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959087%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1916,27772,1916_27772
journals/sigmod/AilamakiH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1917,13581,1917_13581
conf/vldb/AmsalegFG95,0BNg0sVGppkJ,1923,17917,1923_17917
journals/sigmod/JukicNV03,eR43Urfx-hcJ,1924,48802,1924_48802
conf/vldb/KornackerB95,_1N4nkD4AMIJ,1932,58041,1932_58041
conf/vldb/GravanoG95,Gzr2235rJLsJ,1936,15291,1936_15291
journals/sigmod/Ouksel03,8M_z-OUkoxYJ,1937,21221,1937_21221
journals/sigmod/OoiST03,gpjVvUtM6H8J,1944,1740,1944_1740
journals/sigmod/Hellerstein03,pHHvswIOFfAJ,1946,56807,1946_56807
conf/vldb/Raghavan96,zuVOWDbv0lsJ,1951,48483,1951_48483
conf/vldb/SavasereON95,t_8ES4SLNYQJ,1954,13217,1954_13217
conf/vldb/HanF95,76X91rVs8BQJ,1955,18649,1955_18649
journals/sigmod/ChongFTSYKDJJ03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777000%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1957,52527,1957_52527
conf/vldb/RahmM95,6ioboOxJvQIJ,1958,46315,1958_46315
journals/sigmod/Stirling03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776997%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1961,13953,1961_13953
conf/vldb/AgrawalLSS95,PbZkvDhTeyEJ,1967,32233,1967_32233
journals/sigmod/FifeG03,oOdAqQph_zsJ,1969,41351,1969_41351
conf/vldb/HasanM95,JmlFFnMD_D0J,1970,45379,1970_45379
journals/sigmod/dOnofrioP03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776990%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1972,19183,1972_19183
journals/sigmod/GolabO03,lC5GjK5OpD0J,1976,28512,1976_28512
journals/sigmod/Vianu03,JgenqfLQC1UJ,1979,1312,1979_1312
conf/vldb/YanL95,BNyeiu2AmWAJ,1980,4889,1980_4889
conf/vldb/BelussiF95,a78Lxr80kJUJ,1983,57599,1983_57599
